137	谁言寸草心，报得三春晖	shuí yán cùn cǎo xīn ， bào dé sān chūn huī	孟郊《游子吟》	思乡怀人
138	慈母手中线，游子身上衣	cí mǔ shǒu zhōng xiàn ， yóu zǐ shēn shàng yī	孟郊《游子吟》	思乡怀人
139	临行密密缝，意恐迟迟归	lín xíng mì mì féng ， yì kǒng chí chí guī	孟郊《游子吟》	思乡怀人
140	今夜月明人尽望，不知秋思落谁家	jīn yè yuè míng rén jìn wàng ， bù zhī qiū sī luò shuí jiā	王建《十五夜望月》	思乡怀人
141	中庭地白树栖鸦，冷露无声湿桂花	zhōng tíng dì bái shù qī yā ， lěng lù wú shēng shī guì huā	王建《十五夜望月》	思乡怀人
142	近乡情更怯，不敢问来人	jìn xiāng qíng gèng qiè ， bù gǎn wèn lái rén	宋之问《渡汉江》	思乡怀人
143	岭外音书断，经冬复历春	lǐng wài yīn shū duàn ， jīng dōng fù lì chūn	宋之问《渡汉江》	思乡怀人
144	春风不相识，何事入罗帏	chūn fēng bù xiāng shí ， hé shì rù luó wéi	李白《春思》	思乡怀人
145	燕草如碧丝，秦桑低绿枝	yān cǎo rú bì sī ， qín sāng dī lǜ zhī	李白《春思》	思乡怀人
146	当君怀归日，是妾断肠时	dāng jūn huái guī rì ， shì qiè duàn cháng shí	李白《春思》	思乡怀人
147	思君如满月，夜夜减清辉	sī jūn rú mǎn yuè ， yè yè jiǎn qīng huī	张九龄《赋得自君之出矣》	思乡怀人
148	自君之出矣，不复理残机	zì jūn zhī chū yǐ ， bù fù lǐ cán jī	张九龄《赋得自君之出矣》	思乡怀人
149	长安一片月，万户捣衣声	cháng ān yī piàn yuè ， wàn hù dǎo yī shēng	李白《子夜吴歌》	思乡怀人
150	秋风吹不尽，总是玉关情	qiū fēng chuī bù jìn ， zǒng shì yù guān qíng	李白《子夜吴歌》	思乡怀人
151	前不见古人，后不见来者	qián bù jiàn gǔ rén ， hòu bù jiàn lái zhě	陈子昂《登幽州台歌》	咏史怀古
152	念天地之悠悠，独怆然而涕下	niàn tiān dì zhī yōu yōu ， dú chuàng rán ér tì xià	陈子昂《登幽州台歌》	咏史怀古
153	旧时王谢堂前燕，飞入寻常百姓家	jiù shí wáng xiè táng qián yàn ， fēi rù xún cháng bǎi xìng jiā	刘禹锡《乌衣巷》	咏史怀古
154	朱雀桥边野草花，乌衣巷口夕阳斜	zhū què qiáo biān yě cǎo huā ， wū yī xiàng kǒu xī yáng xié	刘禹锡《乌衣巷》	咏史怀古
155	山围故国周遭在，潮打空城寂寞回	shān wéi gù guó zhōu zāo zài ， cháo dǎ kōng chéng jì mò huí	刘禹锡《石头城》	咏史怀古
156	淮水东边旧时月，夜深还过女墙来	huái shuǐ dōng biān jiù shí yuè ， yè shēn hái guò nǚ qiáng lái	刘禹锡《石头城》	咏史怀古
157	人世几回伤往事，山形依旧枕寒流	rén shì jǐ huí shāng wǎng shì ， shān xíng yī jiù zhěn hán liú	刘禹锡《西塞山怀古》	咏史怀古
158	千寻铁锁沉江底，一片降幡出石头	qiān xún tiě suǒ chén jiāng dǐ ， yī piàn xiáng fān chū shí tou	刘禹锡《西塞山怀古》	咏史怀古
159	折戟沉沙铁未销，自将磨洗认前朝	zhé jǐ chén shā tiě wèi xiāo ， zì jiāng mó xǐ rèn qián cháo	杜牧《赤壁》	咏史怀古
160	东风不与周郎便，铜雀春深锁二乔	dōng fēng bù yǔ zhōu láng biàn ， tóng què chūn shēn suǒ èr qiáo	杜牧《赤壁》	咏史怀古
161	商女不知亡国恨，隔江犹唱后庭花	shāng nǚ bù zhī wáng guó hèn ， gé jiāng yóu chàng hòu tíng huā	杜牧《泊秦淮》	咏史怀古
162	烟笼寒水月笼沙，夜泊秦淮近酒家	yān lǒng hán shuǐ yuè lǒng shā ， yè bó qín huái jìn jiǔ jiā	杜牧《泊秦淮》	咏史怀古
163	一骑红尘妃子笑，无人知是荔枝来	yī jì hóng chén fēi zǐ xiào ， wú rén zhī shì lì zhī lái	杜牧《过华清宫绝句》	咏史怀古
164	长安回望绣成堆，山顶千门次第开	cháng ān huí wàng xiù chéng duī ， shān dǐng qiān mén cì dì kāi	杜牧《过华清宫绝句》	咏史怀古
165	南朝四百八十寺，多少楼台烟雨中	nán cháo sì bǎi bā shí sì ， duō shǎo lóu tái yān yǔ zhōng	杜牧《江南春》	咏史怀古
166	千里莺啼绿映红，水村山郭酒旗风	qiān lǐ yīng tí lǜ yìng hóng ， shuǐ cūn shān guō jiǔ qí fēng	杜牧《江南春》	咏史怀古
167	江东子弟多才俊，卷土重来未可知	jiāng dōng zǐ dì duō cái jùn ， juǎn tǔ chóng lái wèi kě zhī	杜牧《题乌江亭》	咏史怀古
168	胜败兵家事不期，包羞忍耻是男儿	shèng bài bīng jiā shì bù qī ， bāo xiū rěn chǐ shì nán ér	杜牧《题乌江亭》	咏史怀古
169	三顾频烦天下计，两朝开济老臣心	sān gù pín fán tiān xià jì ， liǎng cháo kāi jì lǎo chén xīn	杜甫《蜀相》	咏史怀古
170	出师未捷身先死，长使英雄泪满襟	chū shī wèi jié shēn xiān sǐ ， cháng shǐ yīng xióng lèi mǎn jīn	杜甫《蜀相》	咏史怀古
171	丞相祠堂何处寻，锦官城外柏森森	chéng xiàng cí táng hé chù xún ， jǐn guān chéng wài bǎi sēn sēn	杜甫《蜀相》	咏史怀古
172	映阶碧草自春色，隔叶黄鹂空好音	yìng jiē bì cǎo zì chūn sè ， gé yè huáng lí kōng hǎo yīn	杜甫《蜀相》	咏史怀古
173	国破山河在，城春草木深	guó pò shān hé zài ， chéng chūn cǎo mù shēn	杜甫《春望》	咏史怀古
174	无边落木萧萧下，不尽长江滚滚来	wú biān luò mù xiāo xiāo xià ， bù jìn cháng jiāng gǔn gǔn lái	杜甫《登高》	咏史怀古
175	万里悲秋常作客，百年多病独登台	wàn lǐ bēi qiū cháng zuò kè ， bǎi nián duō bìng dú dēng tái	杜甫《登高》	咏史怀古
176	吴宫花草埋幽径，晋代衣冠成古丘	wú gōng huā cǎo mái yōu jìng ， jìn dài yī guān chéng gǔ qiū	李白《登金陵凤凰台》	咏史怀古
177	总为浮云能蔽日，长安不见使人愁	zǒng wèi fú yún néng bì rì ， cháng ān bù jiàn shǐ rén chóu	李白《登金陵凤凰台》	咏史怀古
178	凤凰台上凤凰游，凤去台空江自流	fèng huáng tái shàng fèng huáng yóu ， fèng qù tái kōng jiāng zì liú	李白《登金陵凤凰台》	咏史怀古
179	英雄一去豪华尽，惟有青山似洛中	yīng xióng yī qù háo huá jìn ， wéi yǒu qīng shān sì luò zhōng	许浑《金陵怀古》	咏史怀古
180	玉树歌残王气终，景阳兵合戍楼空	yù shù gē cán wáng qì zhōng ， jǐng yáng bīng hé shù lóu kōng	许浑《金陵怀古》	咏史怀古
181	凭君莫话封侯事，一将功成万骨枯	píng jūn mò huà fēng hóu shì ， yī jiàng gōng chéng wàn gǔ kū	曹松《己亥岁》	咏史怀古
182	泽国江山入战图，生民何计乐樵苏	zé guó jiāng shān rù zhàn tú ， shēng mín hé jì lè qiáo sū	曹松《己亥岁》	咏史怀古
183	可怜无定河边骨，犹是春闺梦里人	kě lián wú dìng hé biān gǔ ， yóu shì chūn guī mèng lǐ rén	陈陶《陇西行》	咏史怀古
184	誓扫匈奴不顾身，五千貂锦丧胡尘	shì sǎo xiōng nú bù gù shēn ， wǔ qiān diāo jǐn sàng hú chén	陈陶《陇西行》	咏史怀古
